week_start_date,year,weekofyear,precipitation_amt_mm,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_diur_temp_rng_c,station_precip_mm,pca_1,pca_2
1990-04-30,1990,18,-0.24781009276160415,0.4097938383723713,73.3657142857,-0.24781009276160415,0.6102526311329999,6.9,-0.05176543644533466,5.879669638975739,0.04187245685723912
1990-05-07,1990,19,0.042172912208021954,-0.27159593980531604,77.3685714286,0.042172912208021954,0.03211855954278262,6.37142857143,-0.4968908064014878,1.9130857548275124,0.08009636784842318
1990-05-14,1990,20,0.3196476162495967,0.1928265609398905,82.0528571429,0.3196476162495967,-0.12847423812616351,6.48571428571,0.8821867222859514,-0.06997994378703207,0.004854382904453404
1990-05-21,1990,21,-0.17723065558642717,-0.5385258448478519,80.3371428571,-0.17723065558642717,0.16059279766894613,6.77142857143,-0.9921980625706845,-1.0864902574805597,0.15401232201263407
1990-05-28,1990,22,-0.4181451735303587,-0.6672896190459968,80.46,-0.4181451735303587,1.47745373854081,9.37142857143,-0.7715736723500188,-3.3581101685466237,0.22153998490894464
1990-06-04,1990,23,-0.34394606214463747,0.20846951232094954,79.8914285714,-0.34394606214463747,-0.5781340715902173,6.94285714286,0.7950137487287914,-3.2743269094662732,0.09864514284856778
1990-06-11,1990,24,-0.5924985079580776,0.6341332211461528,82.0,-0.5924985079580776,-0.7066083097163808,6.77142857143,0.5474088750414435,-1.3756360042032465,0.04018890018187543
1990-06-18,1990,25,2.0255252767006713,0.36435045142877925,83.3757142857,2.0255252767006713,-1.766520774313435,7.68571428571,0.2280956709959652,-2.863764873839519,-0.038261190838388096
1990-06-25,1990,26,-0.07673052523908654,0.6201360865198297,82.7685714286,-0.07673052523908654,-1.0599124645970541,7.38571428571,0.2280956709959652,-2.9369793731348306,0.015106434743085975
1990-07-02,1990,27,-0.20846951232094937,0.30756969103987186,81.2814285714,-0.20846951232094937,-0.770845428779462,6.51428571429,-1.5578616197798993,-4.45408783831277,0.029634946533896377
1990-07-09,1990,28,0.026832574124635373,0.802924544345742,81.4671428571,0.026832574124635373,-0.4496598334640538,7.15714285714,1.4083704426345134,-1.2644273952879346,0.06936266484513905
1990-07-16,1990,29,0.8188990066977967,0.715976084527162,82.1442857143,0.8188990066977967,0.1284742381486465,6.9,-0.2855414437943549,-2.775078528393797,0.28337274937892387
1990-07-23,1990,30,-0.14229100284689097,0.7561799964270395,80.7428571429,-0.14229100284689097,-0.6423711906532995,6.35714285714,0.681725019340337,-1.5286879645980607,0.12019612807634276
1990-07-30,1990,31,0.25968465055313006,0.512126197043854,80.5842857143,0.25968465055313006,0.5138969525271361,8.08571428571,0.7638542083200502,-3.559508046344078,0.3008192241903958
1990-08-06,1990,32,0.16167774224778825,-0.14422715197484393,79.65,0.16167774224778825,-0.06423711906308126,7.55714285714,-0.31159059604302847,-3.9428542638807382,0.06627830946062453
1990-08-13,1990,33,1.3584784168422546,1.7359718768438837,84.1785714286,1.3584784168422546,-1.124149583660136,6.68571428571,0.9432251551387167,-3.618331835762511,0.07535884131422774
1990-08-20,1990,34,0.25572247746311516,0.18502298273472367,80.9471428571,0.25572247746311516,0.2890670357951087,7.01428571429,-0.8242704012305042,-3.9046147092594996,0.11626291607438317
1990-08-27,1990,35,0.4476106013858826,0.6577428797394506,83.3485714286,0.4476106013858826,-1.0277939050542721,6.52857142857,-0.18112544440514458,-4.24743160296779,0.3156666281975069
1990-09-03,1990,36,0.16556215889235412,0.37460928005973226,77.1728571429,0.16556215889235412,2.505247643595082,7.61428571429,-0.15197723238421018,-3.7174540193156944,0.21750141434139214
1990-09-10,1990,37,0.9195687466153255,0.11138004332005591,81.5514285714,0.9195687466153255,1.2205052622659998,8.05714285714,0.376665750640266,-5.62382579657094,0.2089098774209437
1990-09-17,1990,38,1.9965732639474727,0.5902159628148625,81.6371428571,1.9965732639474727,-1.3810980599124625,8.11428571429,-1.115757398332486,-3.353120811517858,0.1932171805953592
1990-09-24,1990,39,0.6914279634332656,-0.37255439251076006,77.0485714286,0.6914279634332656,-0.2248299167320274,7.72857142857,-0.06904458753073156,-3.9335598627185235,0.14852758966810403
1990-10-01,1990,40,0.22416364669216407,0.5698088690623204,78.52,0.22416364669216407,1.2205052622659998,8.02857142857,-0.3055611058185908,-5.028208608394359,0.1769751139839112
1990-10-08,1990,41,0.6963038987191664,2.1243708713880607,84.11,0.6963038987191664,0.4817783930068364,7.31428571429,1.2342080668129138,-4.120213225765032,0.043247334056351276
1990-10-15,1990,42,1.9692040534861541,2.961836227612841,85.6214285714,1.9692040534861541,-1.0920310241173534,7.4,1.3584784168422546,-2.274641842148587,0.04831298147884406
1990-10-22,1990,43,1.850648180565181,1.6553213656674433,85.5028571429,1.850648180565181,-1.252623821786299,7.62857142857,1.9432350285375188,-0.5395987497693364,0.01385044570006034
1990-10-29,1990,44,1.5578616197798993,-0.007665604964914527,82.7871428571,1.5578616197798993,-1.2847423813290817,8.64285714286,-0.7110323002944323,-2.919138931839858,0.24880916448124968
1990-11-05,1990,45,-0.011498548215911236,-0.505582389188711,81.7157142857,-0.011498548215911236,0.06423711906308226,8.42857142857,-0.6625087017127648,-3.877370309690852,0.10489420996931785
1990-11-12,1990,46,-0.042172912208021815,-1.0876301620389444,75.7285714286,-0.042172912208021815,-0.3533041548581899,8.6,0.787152395596054,-2.437007153980151,0.24096372721026668
1990-11-19,1990,47,-0.034501728257318856,0.5970728919294257,78.1514285714,-0.034501728257318856,0.38542271440097253,7.41428571429,-0.40562890056310363,-0.3151885688091786,0.2432275986043701
1990-11-26,1990,48,0.29954270386742327,0.8188990066977959,81.3857142857,0.29954270386742327,-0.8350825478650268,7.12857142857,0.41187897150660624,2.4074789731785713,0.10053253112129794
1990-12-03,1990,49,-0.3277254404937419,1.3584784168422546,79.9085714286,-0.3277254404937419,-0.6744897501960812,5.54285714286,1.4732902711795357,2.0809202895630117,0.06600716124568912
1990-12-10,1990,50,-5.199337582605575,-1.3829941271006383,68.7228571429,-5.199337582605575,1.4132166194552447,7.77142857143,-1.254996247137994,6.030617976214575,0.14028733899866083
1990-12-17,1990,51,0.7209374302203729,0.422331766409853,80.0828571429,0.7209374302203729,1.1562681432029185,6.58571428571,0.1481010802371991,2.665664668911738,0.31090821857413015
1990-12-24,1990,52,-5.199337582605575,-1.2507952884273565,69.6814285714,-5.199337582605575,-0.16059279766894513,5.84285714286,0.21042839424792456,5.955498194762338,0.25578366201745767
1991-01-01,1991,1,-5.199337582605575,-1.330097228648291,72.9385714286,-5.199337582605575,0.38542271440097253,7.45714285714,-0.8405294066056728,8.182170486645902,0.06296587066088354
1991-01-08,1991,2,-0.16556215889235412,0.20455413916495718,76.6285714286,-0.16556215889235412,-1.0599124645970541,6.31428571429,0.6388265416402878,5.571768267484276,0.13138579466995984
1991-01-15,1991,3,-5.199337582605575,0.25176431486568646,78.5,-5.199337582605575,-0.8029639883222447,6.57142857143,-0.011498548215911236,5.01894508908431,0.25361963599689924
1991-01-22,1991,4,-5.199337582605575,-2.328648851409674,71.5971428571,-5.199337582605575,0.4496598334640548,7.77142857143,-0.6435339761364118,6.404957952646669,0.3213718708575966
1991-01-29,1991,5,-5.199337582605575,-1.2179536409703138,71.7842857143,-5.199337582605575,0.9314382264708913,8.15714285714,-0.7561799964270397,6.106927474943361,0.12216822110827212
1991-02-05,1991,6,-5.199337582605575,-0.1675053007449254,75.7942857143,-5.199337582605575,0.16059279766894613,6.88571428571,-0.6085640254783905,5.305902630169118,0.32522906704414256
1991-02-12,1991,7,-0.10367005318955919,-0.06520317601775238,78.8957142857,-0.10367005318955919,1.894995012462082,8.87142857143,-0.7871523955960541,5.8462734702749115,0.1236029520530626
1991-02-19,1991,8,-5.199337582605575,0.19673272810023157,79.74,-5.199337582605575,0.4817783930068364,8.47142857143,0.05944284451950626,3.952155877968344,0.10044877856408695
1991-02-26,1991,9,0.23597037618727715,0.08249792977364222,77.9771428571,0.23597037618727715,-0.5460155120474357,7.2,0.5924985079580773,4.8717063158319815,0.12204277666708212
1991-03-05,1991,10,-5.199337582605575,-0.9921980625706845,77.3157142857,-5.199337582605575,-0.25694847625232603,8.31428571429,-0.329748221669778,3.659117445520356,0.2227544802544283
1991-03-12,1991,11,-5.199337582605575,-0.5765844835917533,78.1385714286,-5.199337582605575,0.8350825478650273,8.97142857143,-1.0436743399974178,4.11292358367212,0.1839683384179157
1991-03-19,1991,12,-5.199337582605575,-0.7460164262199263,77.8828571429,-5.199337582605575,0.4175412739437552,6.97142857143,-0.7767456155801996,3.7814256358711344,0.06841013547067959
1991-03-26,1991,13,-5.199337582605575,-0.07673052523908654,80.0014285714,-5.199337582605575,0.8993196669281086,6.58571428571,0.42652577488092247,2.755304261142583,0.2568174880363951
1991-04-02,1991,14,-0.2320312250243904,-0.09596622078621699,75.6628571429,-0.2320312250243904,-0.16059279766894513,6.81428571429,-0.9643661530755969,6.4667880874093,0.17159238482079828
1991-04-09,1991,15,-0.5034059359278374,-0.1539161614238002,79.6285714286,-0.5034059359278374,0.6102526311329999,6.51428571429,0.10752424929362929,5.119458333442658,0.1757985725123277
1991-04-16,1991,16,0.5429620044023965,-0.026832574124635373,73.3514285714,0.5429620044023965,-0.770845428779462,6.27142857143,0.1306850429839399,6.085632062647781,0.007429408370667917
1991-04-23,1991,17,0.26762131054264654,-0.15973645201847259,78.4471428571,0.26762131054264654,-0.12847423812616351,8.01428571429,-1.0807316191444174,2.094365042220375,0.11479317586639133
1991-04-30,1991,18,-5.199337582605575,-0.9797346340002264,79.36,-5.199337582605575,0.9956753455339724,7.71428571429,-1.254996247137994,-0.03819625929249774,0.12835715986130647
1991-05-07,1991,19,0.3398825820601596,-0.10752424929362915,79.5414285714,0.3398825820601596,0.1284742381486465,6.92857142857,0.8350852253533231,0.5290363405457847,0.03501179062079482
1991-05-14,1991,20,-0.5788489014528253,0.5429620044023968,80.0671428571,-0.5788489014528253,0.32118559533789126,6.58571428571,0.6914279634332632,1.7904608487196378,0.03254453741437831
1991-05-21,1991,21,0.6865684115490197,1.1337945587928042,81.3014285714,0.6865684115490197,-1.124149583660136,6.7,-1.0436743399974178,0.42681854478348963,-0.022050400765075
1991-05-28,1991,22,0.7561799964270395,0.7950137487287914,81.0885714286,0.7561799964270395,-0.48177839298435343,7.01428571429,-0.7871523955960541,-1.0764312087960923,0.11437556039811582
1991-06-04,1991,23,-0.39317585384017284,-1.3072391635554053,76.0742857143,-0.39317585384017284,1.1562681432029185,7.5,0.1869728026967457,-1.4916339287264349,-0.020431516656685973
1991-06-11,1991,24,-0.49255909182886853,-1.2099457922373114,77.0357142857,-0.49255909182886853,0.09635567860586389,7.97142857143,-0.4202375492518617,-2.961530464881905,0.05464327583941631
1991-06-18,1991,25,0.534100258017726,-0.3277254404937419,81.4214285714,0.534100258017726,-0.41754127392127216,7.14285714286,-1.115757398332486,-4.183122028104382,-0.04275855924213548
1991-06-25,1991,26,1.1193357215087516,0.6247881764484937,82.7457142857,1.1193357215087516,-0.7066083097163808,7.4,-0.27955815647316523,-2.344459212955823,0.012917033340177941
1991-07-02,1991,27,0.11138004332005591,0.9613197165146152,81.6942857143,0.11138004332005591,-0.48177839298435343,6.6,0.3196476162495967,-2.5103070778398844,0.06417585335064137
1991-07-09,1991,28,-0.4796188068584092,-0.2261292218258951,77.8771428571,-0.4796188068584092,0.16059279766894613,6.67142857143,-0.9050414563702148,-3.0412798075316436,0.0188498220296137
1991-07-16,1991,29,0.18502298273472367,0.06328283455568413,78.2414285714,0.18502298273472367,0.16059279766894613,6.91428571429,-0.2855414437943549,-3.9677468844772816,-0.044583257242384856
1991-07-23,1991,30,0.7923878587728491,0.25176431486568646,81.4828571429,0.7923878587728491,-0.25694847625232603,5.88571428571,0.9021588756574923,-3.3165088280556363,-0.07565276950479566
1991-07-30,1991,31,0.6341332211461536,0.5034059359278373,81.8971428571,0.6341332211461536,-0.12847423812616351,6.34285714286,0.0671237579606446,-4.01409001860335,-0.025137849894025656
1991-08-06,1991,32,-0.2241636466921652,0.40147098724427704,81.96,-0.2241636466921652,-0.25694847625232603,6.51428571429,-0.2755748643072087,-3.458824458837982,0.019866888068070493
1991-08-13,1991,33,-5.199337582605575,-0.11523749396765888,79.1971428571,-5.199337582605575,-0.38542271440097253,5.47142857143,-1.115757398332486,-5.24616191722328,-0.04666715737441595
